,Bachelor_s,total_popu,Per_capita,Median_num,Median_val,All_famili,Unemployme,vegetation,Median_fam,impervious,Bachelor_p
1582,3.9,2313,35710,5.1,537800,529,8.5,0.11961722,54313,90.665072,0.1686122
1583,37.9,4193,19391,3.8,520300,821,4.7,0,54189,88.30303,0.9038874
1584,12.2,3097,0,5.6,430200,660,11.4,1.36595745,57361,81.055319,0.3939296
1585,33.5,2389,19375,3.7,588800,473,15,0,54243,90.169903,1.40226
1586,54.8,3729,19526,4,668000,793,2,0,62679,90.831224,1.469563
1587,7.9,2628,34810,5.1,460800,572,13,0.05263158,51591,85.637427,0.3006088
1588,13.6,3346,23953,4.8,474500,758,5.1,0.03043478,45625,84.856522,0.4064555
1589,21.5,2692,24493,4.2,643100,626,9.1,0.76219512,72000,88.751524,0.7986627
1590,27.3,2966,29699,4.6,478700,648,10,0.62895928,45128,80.488688,0.9204316
1591,9.6,2370,32781,5.2,373100,566,6.7,2.59393939,57634,82.393939,0.4050633
1592,5.3,2116,26870,4.8,629400,486,27.1,6.95794393,63885,70.873832,0.2504726
1593,66.7,5571,36673,3.5,247100,1144,2.7,9.21495327,61899,69.196262,1.197272
1594,30.1,1645,30364,4.7,720100,465,8.1,0,63000,84.153333,1.829787
1595,20.1,1968,18751,3.8,287700,449,17.7,10.74418605,51528,66.19186,1.021341
1596,48.6,1850,18969,3.6,671100,438,0,0.05504587,86667,86.201835,2.627027
1597,20.4,3735,29491,3.8,326400,931,13.9,6.22043011,65469,73.123656,0.5461847
1598,14.9,3493,17254,4.1,485600,849,3,4.17886179,68657,76.930894,0.4265674
1599,11.3,2465,16452,5,489200,435,13.5,0.15395894,53816,84.357771,0.4584178
1600,22.7,2111,35452,3.9,664000,428,0,0,55729,88.9,1.07532
1601,6.5,2560,37597,5.4,416900,561,12.3,0.39634146,68173,81.128049,0.2539063
1602,9.6,2853,27676,4.5,434800,657,13.9,0.3804878,53382,85.004878,0.3364879
1603,2.4,2452,20195,4.3,463200,494,28.6,0,72788,86.560241,0.09787928
1604,41.7,2428,26377,3.8,663600,461,1.2,0,76071,93.024691,1.717463
1605,6,3385,21624,5.1,417200,766,10.6,0.1106383,72153,88.582979,0.1772526
1606,14.3,1586,17802,3.5,0,288,0,0,40281,96.328671,0.9016393
1607,40.8,3043,19609,3.9,766300,705,18.2,0,56167,92.896341,1.340782
1608,8.4,2204,37621,5,356600,433,10.2,0.45762712,56941,76.457627,0.3811252
1609,60.3,2283,17742,4.2,664100,572,3.8,0,58333,94.663866,2.641261
1610,33.1,3490,24406,3.7,310300,779,0,0.37383178,61250,93.878505,0.9484241
1611,20.7,4086,19442,4.1,591600,1170,11.8,11.27459016,36791,69.184426,0.5066079
1612,14.6,3286,19125,4.9,385600,754,17.7,0.99547511,49933,84.755656,0.4443092
1613,10.6,3431,21506,5.2,386300,793,2,1.44155844,53661,80.458874,0.3089478
1614,23.5,5396,19495,3.7,380000,1222,16.6,13.40697674,66458,62.678295,0.4355078
1615,3.5,2472,17041,5.3,423800,586,9.8,2.07377049,63523,78.467213,0.1415858
1616,0,0,21179,0,0,0,0,0.36887608,0,85.236311,0
1617,4.3,2348,17746,5.7,373200,490,0,2.82629108,68036,77.699531,0.1831346
1618,6.7,2815,20476,5.6,392600,654,9.1,0.88262911,81012,78.389671,0.2380107
1619,5.8,2358,36878,5.3,407300,534,8.3,1.54976303,61121,77.886256,0.2459712
1620,5.5,1234,22491,5.1,364500,259,2.6,3.05194805,50250,76.805195,0.445705
1621,18.7,4049,21425,3.5,555400,675,3.8,1.76923077,64107,81.734266,0.4618424
1622,0,2264,32149,5.4,350800,522,15.1,7.69310345,47218,70.468966,0
1623,7,2689,15160,3.6,282500,506,0,0,50667,89.964912,0.2603198
1624,3.5,2411,31998,5.6,344300,537,7.3,2.90909091,39615,77.105263,0.145168
1625,29.1,2813,25318,4.2,563600,650,3.6,0.2972973,70240,87.528958,1.034483
1626,0,2324,26036,5.6,332700,515,6.4,3.48728814,77885,75.974576,0
1627,15.3,1782,25733,5.3,350300,342,9.5,6.0990099,53393,71.282178,0.8585859
1628,0,1330,16766,5.4,342000,298,21.6,4.05970149,87446,66.606965,0
1629,8.2,4544,19466,3,211700,949,0,0,46054,89.390805,0.1804577
1630,13.9,1903,15816,5.1,345900,469,13.4,3.39366516,72875,74.828054,0.7304256
1631,4.9,6413,22086,4.4,565500,1327,27,0.08717949,62500,85.941026,0.0764073
1632,3.9,2777,22824,5.3,372700,544,13.3,1.03212851,55522,79.052209,0.1404393
1633,10.4,3409,15215,3.8,608800,764,9.5,0.0746888,52269,90.863071,0.3050748
1634,2.8,2313,15463,5.5,340100,576,0,5.30917874,70069,73.333333,0.1210549
1635,4.6,1987,21179,4.6,439900,449,6.6,0.60883281,45405,86.047319,0.2315048
1636,4,1549,36862,5.1,467300,368,19,0,53125,88.041916,0.2582311
1637,0,2579,31102,5.2,431800,619,13.9,0.35489221,54112,88.691542,0
1638,2.8,2270,0,3.7,397300,427,14.2,0.30111524,47118,89.460967,0.123348
1639,16.1,6356,25970,3.9,347100,1495,6.8,0.9009434,52750,85.254717,0.253304
1640,3.2,4289,25937,3.6,231900,1157,15.2,11.12587413,77300,54.33007,0.07460947
1641,0,4,17835,0,0,0,0,0.25122807,0,90.364912,0
1642,29.8,5721,20079,3.7,227100,1391,12.1,11.73348519,55262,63.414579,0.520888
1643,0,0,18151,0,0,0,0,1.64395458,0,41.991984,0
1644,7.8,2263,23405,5.9,546200,449,9.3,3.46994536,66932,75.617486,0.3446752
1645,6.8,3743,14433,4.3,480600,753,8.1,0,41334,86.726708,0.1816725
1646,0,14,26861,0,0,7,0,1.41959335,0,34.763401,0
1647,15.7,6268,34205,3.6,286000,1422,6.7,0.44554455,63109,86.831683,0.2504786
1648,56.7,3153,27114,4.1,200200,793,1.1,5.909375,73125,72.56875,1.798287
1649,12.4,1670,24048,5.1,483000,396,2.4,1.40789474,31875,85.552632,0.742515
1650,29.5,3533,20478,6.1,389500,848,14.3,4.26229508,87138,67.568852,0.8349844
1651,27.3,2823,27219,4.7,467100,714,0.4,1.56410256,51818,86.448718,0.9670563
1652,25.3,4047,25270,4.3,483800,899,10.6,0,43188,90.311475,0.6251544
1653,0,1227,23841,5.5,587000,272,23.2,6.30120482,56786,72.539938,0
1654,20.1,4078,35724,5.4,516100,1067,12.8,5.83110196,96667,31.227394,0.4928887
1655,37.8,3497,27540,7.3,830400,960,5.3,1.10756501,128125,71.609929,1.080927
1656,20.4,6227,35055,4.3,505800,1693,5.1,5.95954845,81394,70.700847,0.3276056
1657,0,0,39020,0,0,0,0,27.84073291,0,13.536998,0
1658,0,6,23333,0,0,3,0,1.34904153,0,40.310703,0
1659,9.2,2101,21967,6.6,779600,601,0,2.05420827,135231,69.008559,0.4378867
1660,5,5775,23376,3.4,373700,1138,19.5,0.03666667,56105,76.417778,0.08658009
1661,6.4,4453,23155,3.7,431300,984,10,17.07918969,53447,57.848987,0.1437233
1662,3.3,1950,18409,5,552500,472,2.3,0.55978261,80281,85.429348,0.1692308
1663,14.4,2286,28547,4.8,602800,484,5,0.40655738,58000,88.698361,0.6299213
1664,19.1,1329,30692,4.6,565500,324,16.4,0,76250,89.816794,1.437171
1665,9.1,3055,23683,5.7,379200,739,12.8,0.9669967,80947,82.333333,0.2978723
1666,4.6,2671,35902,5.1,621500,623,0.3,0,61131,88.427273,0.1722201
1667,19,5241,27390,4.4,574500,1204,11.3,6.64774951,49006,79.219178,0.3625262
1668,7.3,1949,24394,4.9,461600,499,2.8,1.94736842,57174,86.760234,0.3745511
1669,13.7,4699,27287,4.3,546400,1168,0,0.20982143,51098,90.339286,0.2915514
1670,0,1141,31552,6.2,363800,293,6,3.59920635,86971,68.484127,0
1671,13.5,3947,34571,4.6,538900,983,11.5,0.82206406,58924,90.042705,0.3420319
1672,0,1632,29205,6,365900,419,3.9,3.49186992,100000,72.036585,0
1673,11.2,4271,32046,4.5,546300,1025,14,0.28767123,60270,88.260274,0.2622337
1674,0,1788,27842,6,351500,384,1.7,1.55263158,77639,76.723684,0
1675,30.8,1381,26333,5.5,451800,288,22.1,1.09090909,83281,84.79021,2.230268
1676,4.9,1017,39676,6.3,369100,272,0,1.6751269,72738,74.492386,0.4818092
1677,14.3,1251,27226,6.5,374600,329,0,3.0746888,80435,75.850622,1.143086
1678,0,10,34511,0,0,0,0,11.7408805,0,35.592453,0
1679,8.3,1530,28114,6.2,384300,336,4.4,3.10683761,93125,75.876068,0.5424837
1680,7.5,1411,33020,6.8,377500,305,0,1.72377622,109375,68.520979,0.5315379
1681,0,1298,0,6.1,389600,305,2.8,13.10085837,87727,56.517167,0
1682,5.8,2425,28089,4.7,547500,637,2.1,1.80876494,62321,80.741036,0.2391753
1683,21.4,1782,29460,6,364000,452,14.3,3.50485437,86159,74.703883,1.200898
1684,39.4,1694,38054,4.1,506900,413,13.2,0.93706294,62433,85.318182,2.325856
1685,5,4489,34223,3.5,452900,898,17.6,2.91689008,54620,74.359249,0.1113834
1686,5,2439,22469,6.1,360900,510,4.1,1.35106383,80074,76.319149,0.2050021
1687,25,1470,22403,4.9,445400,351,9.5,1.32701422,82270,89.327014,1.70068
1688,0,1890,28185,6.2,369300,449,21.8,7.25,92333,68.021277,0
1689,0,1465,22542,6.2,384200,335,5,5.73655914,93839,68.172043,0
1690,32.7,1460,24149,4.8,557000,368,17.6,3.10687023,96905,78.969466,2.239726
1691,27.9,3751,34692,4.7,514000,907,4,5.40435835,80250,79.503632,0.7438017
1692,0,1813,25040,6,424600,408,14.4,3.67755102,57125,73.653061,0
1693,11.7,1785,31378,6.4,376400,412,7.9,3.46601942,77163,72.470874,0.6554622
1694,10.3,1963,25979,5.3,566900,457,14.5,0.98684211,56726,81.713816,0.5247071
1695,4,1956,29153,4.8,626400,447,5.5,0.88372093,61250,84.460465,0.204499
1696,1.4,4521,24070,4.7,559800,1040,9.3,0.66477273,49861,84.21875,0.0309666
1697,7.9,3528,16328,5.3,593800,911,5.5,2.85918367,80720,73.428571,0.2239229
1698,8.8,7595,37543,4.1,252100,1826,4.7,4.64086409,78087,69.39784,0.1158657
1699,5.7,3857,16594,5.4,352000,855,16.9,5.48418491,60121,72.815085,0.1477833
1700,6.8,4504,16587,5.7,431100,986,21,1.47073171,67933,80.826829,0.1509769
1701,9.6,1655,29426,5.9,406100,434,10.6,3.46575342,80278,72.127854,0.5800604
1702,5.8,1427,24487,5.6,394000,306,6.8,5.87373737,39706,70.323232,0.4064471
1703,13.7,2120,20967,5.9,378300,526,8.4,3.59448819,85272,72.905512,0.6462264
1704,18.9,1866,34477,4.2,317400,358,7.2,4.33208955,79323,68.190299,1.012862
1705,16.7,3216,30256,5.1,479400,747,9.2,0.89198606,78295,85.006969,0.5192786
1706,13.6,1353,23426,6.3,402500,386,0,1.76131687,91484,70.880658,1.005174
1707,8.9,2526,24668,4.9,492600,657,16.7,0.6271777,61351,91.38676,0.3523357
1708,0,0,31657,0,0,0,0,1.88007055,0,46.569665,0
1709,4,3078,27125,5.8,370000,676,4,2.53459119,85156,71.102725,0.1299545
1710,9.5,2889,35172,5.1,450400,729,5.4,0.14204545,57750,88.573864,0.3288335
1711,7.1,3048,27794,5,443800,767,3,0.78061224,54788,90.112245,0.2329396
1712,16.3,5639,22150,5.1,525600,1266,26.8,5.30278422,50903,56.271462,0.2890583
1713,11.1,6214,24888,5.6,454700,1473,11.9,0.9906367,65142,83.546816,0.1786289
1714,22.9,6208,17307,5.4,422400,1640,16,0.39351852,62786,87.399691,0.3688789
1715,15,4807,20540,3.3,517700,1115,3.2,2.47368421,47553,72.717703,0.3120449
1716,5.9,2717,22558,5.3,555100,637,10.3,1.62924282,81042,82.953003,0.2171513
1717,3.3,2104,22588,5.7,367900,502,2.9,2.66896552,79803,71.855172,0.1568441
1718,9.7,4412,16964,4.4,464100,970,8.2,2.97919762,56797,75.17682,0.2198549
1719,0,1329,20442,4.2,415100,285,0,0.02146691,33333,91.525939,0
1720,1.3,2094,19821,6.2,371700,444,1.6,4.29716981,86835,70.712264,0.06208214
1721,1.4,4391,21293,5.5,382500,990,15,5.42168675,51094,72.197935,0.0318834
1722,28.2,3017,26981,5.5,494400,773,15.8,3.13032258,71920,81.594839,0.9347033
1723,2.8,3929,28069,6.4,397900,918,0,4.58900524,82984,67.937173,0.07126495
1724,18.7,2549,0,4.9,447500,584,10.3,11.64363636,81111,71.254545,0.733621
1725,8.7,2020,26142,4.1,210300,543,3.2,13.76344086,78750,71.784946,0.4306931
1726,0,134,32511,4.1,504200,30,0,63.83568264,145125,12.167539,0
1727,27.5,1359,24405,5.1,552600,365,15.5,1.46308725,71042,83.362416,2.023547
1728,40.4,1513,37877,5.4,465100,364,13.7,1.21656051,85769,81.235669,2.670192
1729,23.4,2653,35934,5.4,518400,710,4.5,0.10047847,75469,87.598086,0.8820204
1730,11.1,2055,30720,5.5,614000,543,2.2,4.27616279,88929,77.863372,0.540146
1731,11,3026,37695,6.2,429800,714,4.1,4.36644592,74779,70.075055,0.3635162
1732,2.9,3040,28059,6.3,390500,719,10.2,4.81797753,113419,65.746067,0.09539474
1733,18.1,1141,16891,5,481000,222,18.8,2.05793451,62652,73.997481,1.586328
1734,26.4,2490,23725,3.4,276600,577,3.1,3.47904192,58750,74.676647,1.060241
1735,11.1,6903,41107,3.2,197800,1713,10.5,0.13125,36832,84.69375,0.1607997
1736,8.7,2673,21750,5.4,415600,579,14,1.48433735,62279,77.246586,0.325477
1737,0,4310,39540,3.2,425800,1069,10.1,4.71428571,28594,76.885714,0
1738,7.7,2285,22855,3.8,758200,564,21.5,2.14604462,27788,83.034483,0.3369803
1739,19,7500,56077,5.8,531400,1902,2.6,2.02244536,82625,77.187242,0.2533333
1740,7.5,10605,20222,3.8,226300,2885,3.4,3.8147139,52924,76.411444,0.07072136
1741,29,8272,58668,7.2,671700,2378,2.5,6.91901297,99183,56.219234,0.3505803
1742,11.9,3757,21778,4.3,475400,902,16.5,0,39224,92.696,0.3167421
1743,5.8,5842,26207,6,414000,1383,13.4,2.03156146,78649,76.714286,0.09928107
1744,16.4,4932,25184,4.6,476400,1063,7.4,0,42179,90.696552,0.3325223
1745,13.7,2442,18689,5.7,423100,575,6.4,2.308,89250,76.368,0.5610156
1746,26.6,5014,29920,5.7,448700,1182,7.8,1.27370031,87098,75.114679,0.5305146
1747,2,3007,39042,5.8,423300,744,1.8,15.17843389,85652,52.545571,0.06651147
1748,0,1674,37476,4.8,484700,434,6.7,0.57232704,98056,84.515723,0
1749,3.1,1809,34875,5.4,516100,460,0,0.36448598,79704,84.588785,0.1713654
1750,9.1,3780,34098,5.7,454000,840,3.4,1.24186047,86990,75.32093,0.2407407
1751,39.3,1365,20995,7,716400,366,8.8,33.46972177,131074,38.288052,2.879121
1752,28,5612,24204,4.2,169800,1527,8.5,16.1810585,70299,59.527855,0.4989309
1753,9.3,6039,25034,4,613600,1546,5.2,2.90909091,64955,84.275,0.153999
1754,14.5,4128,25742,4.1,576400,925,9.5,6.16803279,47203,75.471311,0.3512597
1755,10,4562,23032,3.8,331700,1112,4.1,1.05507246,44722,83.742029,0.2192021
1756,15.3,1599,24907,4.7,579700,361,0,3.07125307,41010,85.078624,0.956848
1757,24.3,1510,20686,4.5,390800,334,6.2,0.84180791,33125,85.683616,1.609272
1758,0,156,26343,4.5,337500,42,0,19.53940887,0,33.576663,0
1759,7.7,1606,29728,4.9,450800,340,20.3,2.16923077,45227,80.192308,0.4794521
1760,16.4,4173,24188,5.2,462800,1072,9.6,1.68194842,58399,85.667622,0.3930026
1761,9.2,3233,27909,4.7,510900,790,5.9,14.86928105,70987,65.087146,0.2845654
1762,13,2368,17464,4.5,538500,501,15.2,0,29080,92.526316,0.5489865
1763,21.2,2335,26031,5.1,428300,582,8.3,1.2601626,90428,78.02439,0.9079229
1764,5.7,2247,39079,4.7,540500,470,13.4,0,63458,93.076471,0.2536716
1765,16.9,3894,20482,4.5,488900,870,22.7,3.65779468,42254,83.794677,0.434001
1766,29.6,1821,17242,6.1,391600,485,3.7,1.31162791,81429,78.367442,1.625481
1767,12.9,4880,26653,5.5,410600,1141,2.5,2.31678986,63846,76.771911,0.2643443
1768,5.6,3926,20797,4.7,549600,1004,4.2,0.2705314,46208,92.091787,0.1426388
1769,12.4,3321,26804,5.3,597100,900,4.4,4.59289617,75120,80.20765,0.3733815
1770,32,1830,32563,5.6,590600,491,6.9,0.84729064,91379,82.359606,1.748634
1771,0,5161,39667,5.6,418900,1272,6.4,5.71428571,90192,71.924439,0
1772,16.6,1259,28887,5.8,370200,313,6.9,6.31128405,108382,71.505837,1.318507
1773,11.9,2543,30002,5.8,560600,648,14,8.33843537,72375,61.503401,0.4679512
1774,4.8,9961,30300,5.5,409800,2422,5.6,12.02150203,79103,37.657526,0.04818793
1775,27.5,4619,40962,3.8,482500,1205,0,1.92556634,75156,83.394822,0.595367
1776,4.4,3710,43390,5.3,430500,813,15.4,1.92346939,93419,79.211735,0.1185984
1777,20.3,2565,44519,3.5,400900,603,0,0.44303797,56534,89.822785,0.791423
1778,11.6,3298,38033,5.6,410900,831,8.2,5.56701031,97955,57.262887,0.3517283
1779,32.7,1844,44885,4.7,575000,502,9.9,5.02966102,84063,77.983051,1.773319
1780,12.2,3723,33963,3.4,317500,820,12.3,2.20945946,55982,81.905405,0.3276927
1781,18.6,4529,31905,5.4,724500,1190,10.6,14.73310225,78611,58.618718,0.4106867
1782,0,32,36985,0,0,0,0,50.6206501,0,14.858126,0
1783,35.7,2204,41413,5.8,636500,558,12.8,9.1751269,92013,67.378173,1.619782
1784,9.3,3203,35597,5,540800,795,8.7,9.71045576,79306,67.30563,0.2903528
1785,16.7,3338,54410,5.2,548100,884,12,5.68546638,60122,72.312364,0.5002996
1786,43.8,1647,38492,6.2,619300,446,13,2.10071942,67045,77.122302,2.659381
1787,12.2,2740,36702,5.7,606400,605,6.3,3.97900262,80040,71.905512,0.4452555
1788,24.5,1776,25849,6.2,667500,473,25.3,6.03448276,86500,68.647783,1.379505
1789,38.6,954,28691,6.6,627700,253,7.6,6.59479554,49375,71.282528,4.046122
1790,40.8,3049,31408,6.1,631400,792,1,2.96302521,89464,67.398319,1.338144
1791,5,3567,38301,5.7,627900,1057,4.3,2.93445378,83783,71.868908,0.1401738
1792,17.3,3059,37794,4.9,620000,683,2.7,5.17451524,67865,73.977839,0.5655443
1793,10.7,3339,70320,4.3,604100,805,11.9,9.13265306,72583,66.071429,0.3204552
1794,7.2,3034,41723,4.7,534600,882,12.6,7.68921776,76458,73.175476,0.2373105
1795,12.1,4901,18422,5.7,539600,1219,15.7,28.50688976,89500,42.386811,0.2468884
1796,20.3,2804,33453,7.3,1000000,727,9.6,29.69205515,138125,29.464872,0.7239658
1797,47.5,3033,25807,6.6,724700,850,3.6,19.91049383,107045,51.520576,1.566106
1798,0,0,43739,0,0,0,0,1.86381534,0,74.596072,0
1799,11.7,3499,42429,4.8,603600,930,18.9,7.95546559,80036,70.380567,0.3343813
1800,27,2257,0,6,589700,673,6.9,4.48178138,105625,72.093117,1.196278
1801,6.8,5604,32090,3.5,273300,1245,24.8,8.2853717,105175,71.913669,0.1213419
1802,40.9,1155,31436,6,649000,325,0,9.76635514,103164,64.836449,3.541126
1803,36.8,5415,53413,3.9,357000,1087,4.7,2.47791165,109514,75.457831,0.6795937
1804,25.5,4767,49212,3.9,375900,1256,15.5,1.29302326,53750,79.944186,0.5349276
1805,7.1,3887,43877,3.5,527700,1026,12.1,3.31088083,47100,77.80829,0.1826601
1806,0,1506,26062,3.7,383800,406,0,4.41964286,102500,77.892857,0
1807,28.8,1565,64971,6.2,661900,416,6.3,11.1728972,112113,62.574766,1.840256
1808,62.2,1753,47416,3.3,557800,410,9.4,13.59227468,101961,60.206009,3.548203
1809,55.6,2104,21087,3.6,242900,478,7.2,32.40390879,88333,38.628664,2.642586
1810,27.2,1985,18811,3.8,661300,460,0,23.49407115,63375,45.426877,1.370277
1811,28.3,5223,22316,5.1,589400,1212,7.4,5.67684887,81042,68.90836,0.5418342
1812,5.9,2958,22482,3.5,242000,754,6.2,17.49828179,62083,51.659794,0.1994591
1813,37.3,2475,0,4.1,204200,607,2.9,16.63934426,85455,53.363934,1.507071
1814,9.9,1617,20349,5,390000,408,4.6,0.67741935,93690,78.62212,0.6122449
1815,5.7,2417,34209,5.1,366200,494,10.6,1.84444444,69268,76.977778,0.2358295
1816,0,0,20515,0,0,0,0,7.37254902,0,44.330237,0
1817,6.2,3605,22909,4.8,663200,840,0,2.72012579,70040,81.622642,0.1719834
1818,44.8,3077,35517,5.6,655900,755,5.6,20.9732906,101875,50.948718,1.455964
1819,17.6,6646,31415,5.1,523300,1671,3.6,15.82322581,79492,46.154194,0.2648209
1820,61.3,5029,32061,5.2,282100,1266,5.6,13.39393939,88382,59.363636,1.21893
1821,0,2123,32432,3.6,378500,464,0,15.82862524,106750,24.806026,0
1822,31.2,7629,26155,4,237800,1632,5.6,7.4382793,96550,66.601621,0.4089658
1823,2,1357,0,3.8,634100,202,0,17.16494218,100658,43.892879,0.1473839
1824,22.8,7620,18966,5.7,481300,2155,10.4,3.25349008,76440,71.716385,0.2992126
1825,26.6,4978,23702,5.9,545800,1212,1.9,3.23221344,100234,69.355731,0.5343511
1826,28.3,3902,12798,6.6,566600,1000,0,2.68905473,81736,72.097015,0.7252691
1827,43.4,3695,16719,5.6,484800,944,2.9,1.76587302,97115,75.042328,1.17456
1828,23.5,4623,12611,6.1,458400,1105,0,3.75928297,94786,71.978233,0.5083279
1829,9.2,7164,18824,5.8,463500,1619,6.3,5.86928934,77935,72.200508,0.1284199
1830,3,7116,23299,4.3,502800,1114,2.4,0.57272727,39674,81.404545,0.04215852
1831,11.3,1608,27880,5.9,546300,367,4.2,7.2007874,92981,66.011811,0.7027363
1832,21.8,4819,28722,5.3,409800,1076,9,0.97192225,69471,80.263499,0.452376
1833,11.2,2177,23508,5.2,665200,551,24.6,5.2893617,86061,72.702128,0.5144695
1834,16.5,1565,24182,5.7,704500,396,6.9,4.45365854,48867,68.204878,1.054313
1835,12.7,2702,35883,3.9,669700,716,0,0.49553571,60054,78.040179,0.4700222
1836,10.7,2791,23636,5.7,626200,701,2.4,13.25575448,90787,49.342711,0.3833751
1837,24.7,4434,14902,5,518700,1065,19.4,7.23654391,62330,58.74221,0.5570591
1838,34.3,3806,40733,5.9,644800,927,12.5,5.57168784,76027,69.566243,0.9012086
1839,12.5,11015,53781,4.1,452800,2910,6.5,6.80872914,60561,69.627728,0.1134816
1840,16.2,1377,29421,5.8,596300,359,19.7,9.74038462,86536,64.245192,1.176471
1841,18.1,6386,44077,4,120500,1612,19.1,7.74096386,28125,67.226908,0.2834325
1842,23,3400,39960,5.7,575800,873,0,5.80685921,92228,71.601083,0.6764706
1843,8.1,3116,31246,4.7,601600,648,10.3,5.80592992,66100,71.765499,0.2599487
1844,19.5,1578,36855,5.1,517400,361,0,1.44247788,76298,78.59292,1.235741
1845,2.7,4414,33375,5.8,514200,508,2.1,6.54355401,95481,69.560976,0.06116901
1846,0,59,29638,3.3,133800,22,0,54.66438668,0,18.321021,0
1847,13.9,3849,7538,4.9,263300,1025,1.7,11.44774194,88958,63.329032,0.3611328
1848,4.1,1883,26501,5.6,458600,440,6.6,7.3627907,88021,68.75814,0.2177377
1849,20,1150,31598,7,767000,287,0,22.91463415,99886,45.804878,1.73913
1850,4.8,1676,28286,5,675000,441,3.5,7.16990291,68144,67.786408,0.2863962
1851,8.6,1491,43842,5.2,613400,398,8.5,2.59090909,91188,81.077922,0.5767941
1852,14,2359,24086,4.9,437100,618,5.3,2.72377622,64405,78.024476,0.5934718
1853,23.9,4048,39823,5.9,641500,1090,5.9,2.29481481,90472,75.528889,0.590415
1854,20.1,3667,35988,6.2,651900,1003,6.1,9.87209302,129375,59.996124,0.548132
1855,29.6,3443,32527,5.9,625800,881,13.9,6.75830816,81711,68.844411,0.8597154
1856,32.6,9563,32649,3.9,458200,2297,9.7,21.67028381,76573,53.614357,0.3408972
1857,32.5,6171,30286,4.5,295900,1531,12.6,12.78996499,72030,63.309218,0.5266569
1858,31.8,4549,38992,3.5,717100,895,3.1,3.85690236,69338,64.905724,0.6990547
1859,17.5,5818,30328,5.3,529000,1695,16.9,3.2766151,81467,75.495905,0.3007906
1860,31.8,2629,24974,4.6,644600,558,8.7,7.49038462,54044,69.432692,1.209585
1861,27.6,4974,12002,4.8,544200,1118,6.8,4.25991792,88770,65.428181,0.5548854
1862,9.5,3765,10283,4.4,475000,860,8.7,0,51452,80.466146,0.252324
1863,9.4,4686,18790,4.3,354200,1223,14.9,6.29811321,36250,64.633962,0.2005975
1864,23.8,5396,44272,3.8,28000,1387,0,0.02112676,59425,65.860915,0.4410675
1865,18.1,2901,31787,3.8,726300,711,8.9,7.75446429,69375,70.595982,0.6239228
1866,22.3,4581,24626,3.3,268000,1061,5.5,6.48730964,43879,73.304569,0.4867933
1867,11.1,1905,24616,4.1,519700,431,0,5.98395722,57039,73.828877,0.5826772
1868,6,4977,24142,4.1,630400,1279,0,7.2028754,72708,67.77476,0.1205546
1869,27,1761,20040,4.6,641100,427,0,5.44036697,80341,72.963303,1.53322
1870,25.9,3354,0,4.4,631800,786,2,0.70661157,60472,79.826446,0.7722123
1871,20,3496,31777,6.2,474300,968,0,20.29081633,105469,50.14898,0.5720824
1872,21,7545,37219,6.2,404100,1954,9.3,19.56793893,94267,35.184733,0.27833
1873,26.6,5087,36744,5.8,436800,1243,4.5,15.05924596,109189,57.315081,0.5229015
1874,27.5,6245,36324,6.1,457500,1713,7.8,14.7332913,93322,55.865069,0.4403523
1875,24.9,3449,35336,6.4,510000,965,2.4,7.41734694,91212,58.327551,0.7219484
1876,25.4,4671,32337,5.7,422700,1238,5.6,9.89458689,86600,56.889839,0.5437808
1877,3.5,3145,25570,5.5,449400,805,7.3,15.33661202,87159,55.884153,0.1112878
1878,33.3,3490,32203,5.7,445900,983,1.5,34.82983306,120603,30.656974,0.9541547
1879,13.9,3713,69008,5.8,429000,987,1.9,13.18273381,86745,63.781295,0.3743604
1880,16.9,4535,52542,4.8,312700,1171,0,6.90154712,55556,60.971871,0.3726571
1881,21.8,1639,42903,3.2,364400,282,9,2.26190476,39167,78.759524,1.330079
1882,26.4,2134,39446,3.5,356200,489,9.4,14.8102288,87071,52.407806,1.237113
1883,8.4,5771,13332,5.3,383400,1560,2.8,5.80583614,69583,68.714927,0.1455554
1884,4.7,2884,35945,4.6,318000,737,1,11.69916435,33056,63.94429,0.1629681
1885,38.7,1473,27702,4.9,467900,352,0,31.58479532,53125,37.114035,2.627291
1886,30.9,3233,28736,5.7,429800,784,14.1,14.16588785,102813,56.85514,0.9557686
1887,3.8,3921,32351,5.1,339600,969,8.5,6.0910031,50938,69.735264,0.09691405
1888,2.1,5829,23569,4.6,319200,1296,2.9,11.43027211,40500,61.758503,0.03602676
1889,7.2,3631,42316,4.7,386200,895,0,36.55332629,68911,28.570222,0.1982925
1890,25.8,4744,44457,6.3,545800,1292,12.5,19.23826715,110865,47.876655,0.5438449
1891,17.7,5239,53314,5.6,303300,1420,11.3,58.11753846,80313,19.383385,0.3378507
1892,24.8,7275,45637,6.1,446900,2058,7.6,5.91934085,106036,66.456201,0.3408935
1893,9.7,2448,43741,4.3,557100,664,6.1,10.13385827,58375,58.330709,0.3962418
1894,17.1,4892,42397,7.2,701100,1346,0,46.64411845,97438,24.872317,0.3495503
1895,41.7,6885,29810,7.4,786500,1925,11.9,35.38039316,100541,31.963748,0.6056645
1896,12.3,5222,21025,3.7,549600,933,17.5,0.12605042,39493,89.117647,0.2355419
1897,25.8,6383,19357,3.8,251500,1075,21.5,8.84,39153,75.405,0.4041987
